overall_rank,player_id,player_display_name,position,primary_team_2025,predicted_2026_fantasy_points_ppr,prediction_interval_low,prediction_interval_high,replacement_points,vorp,vorp_low,vorp_high,auction_value,adp,adp_formatted,adp_overall_rank,edge_vs_adp,bye,adp_total_drafts,adp_window_end,is_rookie_projection
125,00-0038608,Kayshon Boutte,WR,NE,109.955715131,34.2040187694,185.707411492,134.583314587,-24.627599456,-100.379295818,51.124096905,1,,,,,,,,False
126,00-0036555,Chuba Hubbard,RB,CAR,103.076277123,24.2695057472,181.8830485,128.207979266,-25.131702143,-103.938473519,53.675069234,1,79.1,7.07,82,-44,5,943,2026-07-04,False
127,00-0038124,Christian Watson,WR,GB,109.303663499,32.8602959703,185.747031028,134.583314587,-25.279651088,-101.723018617,51.163716441,1,61.3,6.01,62,-65,11,943,2026-07-04,False
128,00-0041547,KC Concepcion,WR,CLE,108.895322871,58.0089708467,160.080123304,134.583314587,-25.687991716,-76.5743437403,25.496808717,1,118.4,10.1,120,-8,11,943,2026-07-04,True
129,00-0036407,Jerry Jeudy,WR,CLE,108.134832638,32.2556637816,184.014001495,134.583314587,-26.448481949,-102.327650805,49.430686908,1,,,,,,,,False
130,00-0040736,Mason Taylor,TE,NYJ,101.620556892,25.1302269982,178.110886786,128.111253946,-26.490697054,-102.981026948,49.99963284,1,,,,,,,,False
131,00-0039901,Keon Coleman,WR,BUF,107.123432637,30.7221868379,183.524678436,134.583314587,-27.45988195,-103.861127749,48.941363849,1,,,,,,,,False
132,00-0036259,Jauan Jennings,WR,SF,106.858092999,27.7999740121,185.916211987,134.583314587,-27.725221588,-106.783340575,51.3328974,1,129.2,11.09,128,-4,6,943,2026-07-04,False
133,00-0038129,Cade Otton,TE,TB,100.097577819,24.0855896232,176.109566014,128.111253946,-28.013676127,-104.025664323,47.998312068,1,,,,,,,,False
134,00-0040867,Makai Lemon,WR,PHI,106.296913857,55.0561033212,156.887859447,134.583314587,-28.28640073,-79.5272112658,22.30454486,1,107.5,9.11,112,-22,10,943,2026-07-04,True
135,00-0034753,Mark Andrews,TE,BAL,98.5158488748,22.4534944262,174.578203323,128.111253946,-29.5954050712,-105.65775952,46.466949377,1,125.4,11.05,123,-12,13,943,2026-07-04,False
136,00-0039847,Theo Johnson,TE,NYG,97.717538111,21.7127893301,173.722286892,128.111253946,-30.393715835,-106.398464616,45.611032946,1,,,,,,,,False
137,00-0039032,Tyjae Spears,RB,TEN,97.6064463546,21.6599477926,173.552944917,128.207979266,-30.6015329114,-106.548031473,45.344965651,1,,,,,,,,False
138,00-0040691,Jaxson Dart,QB,NYG,196.168429252,104.024773908,288.312084597,227.064343853,-30.895914601,-123.039569945,61.247740744,1,112.9,10.05,116,-22,8,943,2026-07-04,False
139,00-0040242,Jacory Croskey-Merritt,RB,WAS,96.1765398277,17.7137652096,174.639314446,128.207979266,-32.0314394383,-110.494214056,46.43133518,1,117.2,10.09,119,-20,7,943,2026-07-04,False
140,00-0037809,Chig Okonkwo,TE,TEN,95.9515511968,17.9772984791,173.925803915,128.111253946,-32.1597027492,-110.133955467,45.814549969,1,166,14.1,149,9,7,943,2026-07-04,False
141,00-0037525,Jordan Mason,RB,MIN,95.8895829269,18.0772660686,173.701899785,128.207979266,-32.3183963391,-110.130713197,45.493920519,1,125.4,11.05,124,-17,6,943,2026-07-04,False
142,00-0041032,Kenyon Sadiq,TE,NYJ,95.5822943892,62.4275904175,129.073943668,128.111253946,-32.5289595568,-65.6836635285,0.962689722,1,,,,,,,,True
143,00-0037834,Brock Purdy,QB,SF,194.27021907,117.772668145,270.767769994,227.064343853,-32.794124783,-109.291675708,43.703426141,1,93.3,8.09,96,-47,8,943,2026-07-04,False
144,00-0035229,T.J. Hockenson,TE,MIN,95.2174507226,17.1755484112,173.259353034,128.111253946,-32.8938032234,-110.935705535,45.148099088,1,151.5,13.07,141,-3,6,943,2026-07-04,False
145,00-0041037,Denzel Boston,WR,CLE,100.531696844,49.7674861112,150.983996298,134.583314587,-34.051617743,-84.8158284758,16.400681711,1,,,,,,,,True
146,00-0039738,Blake Corum,RB,LA,94.0330347184,17.6036398049,170.462429632,128.207979266,-34.1749445476,-110.604339461,42.254450366,1,120,10.12,121,-25,11,943,2026-07-04,False
147,00-0033923,Kareem Hunt,RB,KC,92.7468444261,16.5519823068,168.941706545,128.207979266,-35.4611348399,-111.655996959,40.733727279,1,,,,,,,,False
148,00-0035662,Marquise Brown,WR,KC,98.8234358459,22.6408559933,175.006015698,134.583314587,-35.7598787411,-111.942458594,40.422701111,1,,,,,,,,False
149,00-0037545,Rashid Shaheed,WR,NO,98.6251496725,21.711952053,175.538347292,134.583314587,-35.9581649145,-112.871362534,40.955032705,1,132.1,11.12,130,-19,11,943,2026-07-04,False
150,00-0041511,Omar Cooper Jr.,WR,NYJ,98.3339262095,44.9357077781,151.037469553,134.583314587,-36.2493883775,-89.6476068089,16.454154966,1,136.3,12.04,132,-18,13,943,2026-07-04,True
151,00-0036290,Cole Kmet,TE,CHI,89.7686577058,13.3755301535,166.161785258,128.111253946,-38.3425962402,-114.735723793,38.050531312,1,,,,,,,,False
152,00-0038976,Marvin Mims Jr.,WR,DEN,96.190877159,20.0365285049,172.345225813,134.583314587,-38.392437428,-114.546786082,37.761911226,1,,,,,,,,False
153,00-0039391,Kimani Vidal,RB,LAC,88.1130642236,8.33978676008,167.886341687,128.207979266,-40.0949150424,-119.868192506,39.678362421,1,,,,,,,,False
154,00-0039146,Jayden Reed,WR,GB,93.8557137557,17.1531189616,170.55830855,134.583314587,-40.7276008313,-117.430195625,35.974993963,1,85.8,8.02,88,-66,11,943,2026-07-04,False
155,00-0036244,Colby Parkinson,TE,LA,87.0984297506,10.6544435479,163.542415953,128.111253946,-41.0128241954,-117.456810398,35.431162007,1,,,,,,,,False
156,00-0040162,Dylan Sampson,RB,CLE,87.1276945927,9.64525230066,164.610136885,128.207979266,-41.0802846733,-118.562726965,36.402157619,1,,,,,,,,False
157,00-0040170,Elic Ayomanor,WR,TEN,92.2348331337,16.2788430601,168.190823207,134.583314587,-42.3484814533,-118.304471527,33.60750862,1,,,,,,,,False
158,00-0040705,Chimere Dike,WR,TEN,91.9924496984,15.9115638058,168.073335591,134.583314587,-42.5908648886,-118.671750781,33.490021004,1,,,,,,,,False
159,00-0039916,Ricky Pearsall,WR,SF,91.9576321381,15.9754740174,167.939790259,134.583314587,-42.6256824489,-118.60784057,33.356475672,1,105.1,9.09,108,-51,8,943,2026-07-04,False
160,00-0031408,Mike Evans,WR,TB,91.8150168274,16.0744517628,167.555581892,134.583314587,-42.7682977596,-118.508862824,32.972267305,1,49.1,5.01,51,-109,8,943,2026-07-04,False
161,00-0041035,De'Zhaun Stribling,WR,SFO,91.486678846,41.0392269075,141.732108785,134.583314587,-43.096635741,-93.5440876795,7.148794198,1,,,,,,,,True
162,00-0040667,Matthew Golden,WR,GB,90.844182704,15.0282616846,166.660103723,134.583314587,-43.739131883,-119.555052902,32.076789136,1,112.9,10.05,115,-47,11,943,2026-07-04,False
163,00-0033293,Aaron Jones,RB,MIN,83.4948704629,7.62432505393,159.365415872,128.207979266,-44.7131088031,-120.583654212,31.157436606,1,92.5,8.08,94,-69,6,943,2026-07-04,False
164,00-0039491,Jalen Coker,WR,CAR,89.4869641082,13.5357034844,165.438224732,134.583314587,-45.0963504788,-121.047611103,30.854910145,1,109.5,10.02,113,-51,5,943,2026-07-04,False
165,00-0041489,Germie Bernard,WR,PIT,88.8350787839,37.7480951696,138.955317027,134.583314587,-45.7482358031,-96.8352194174,4.37200244,1,,,,,,,,True
166,00-0040584,Gunnar Helm,TE,TEN,81.8589854634,5.16399294397,158.553977983,128.111253946,-46.2522684826,-122.947261002,30.442724037,1,,,,,,,,False
167,00-0033040,Tyreek Hill,WR,MIA,87.0217318841,9.92368512937,164.119778639,134.583314587,-47.5615827029,-124.659629458,29.536464052,1,,,,,,,,False
168,00-0037112,Jake Tonges,TE,SF,80.1085254437,4.03778338747,156.1792675,128.111253946,-48.0027285023,-124.073470559,28.068013554,1,,,,,,,,False
169,00-0041496,Jonah Coleman,RB,DEN,79.5963035994,24.357937373,132.425825043,128.207979266,-48.6116756666,-103.850041893,4.217845777,1,,,,,,,,True
170,00-0033858,Jonnu Smith,TE,PIT,78.9533979745,0.6595198463,157.247276103,128.111253946,-49.1578559715,-127.4517341,29.136022157,1,,,,,,,,False
171,00-0039910,Jayden Daniels,QB,WAS,176.405830879,97.3400170022,255.471644755,227.064343853,-50.658512974,-129.724326851,28.407300902,1,85,8.01,86,-85,7,943,2026-07-04,False
172,00-0037263,Tyler Allgeier,RB,ATL,77.0491967807,1.26158259075,152.836810971,128.207979266,-51.1587824853,-126.946396675,24.628831705,1,,,,,,,,False
173,00-0035710,Daniel Jones,QB,IND,175.749043825,95.1642334406,256.33385421,227.064343853,-51.315300028,-131.900110412,29.269510357,1,,,,,,,,False
174,00-0033906,Alvin Kamara,RB,NO,76.7810390568,0,157.017088515,128.207979266,-51.4269402092,-128.207979266,28.809109249,1,137.9,12.06,135,-39,8,943,2026-07-04,False
175,00-0041523,Caleb Douglas,WR,MIA,82.9312540452,32.9008716083,131.309112946,134.583314587,-51.6520605418,-101.682442979,-3.274201641,1,,,,,,,,True
176,00-0039150,Bryce Young,QB,CAR,174.993996897,96.5889292091,253.399064585,227.064343853,-52.070346956,-130.475414644,26.334720732,1,,,,,,,,False
177,00-0038621,DeMario Douglas,WR,NE,82.4888604036,6.7462597408,158.231461066,134.583314587,-52.0944541834,-127.837054846,23.648146479,1,,,,,,,,False
178,00-0040719,Bhayshul Tuten,RB,JAX,75.9273837931,0.202738376358,151.65202921,128.207979266,-52.2805954729,-128.00524089,23.444049944,1,61.3,6.01,63,-115,7,943,2026-07-04,False
179,00-0041047,Chris Brazzell II,WR,CAR,81.2453842104,31.8094908727,130.901244283,134.583314587,-53.3379303766,-102.773823714,-3.682070304,1,,,,,,,,True
180,00-0040870,Ja'Kobi Lane,WR,BAL,81.0135120169,30.8747999237,131.204563141,134.583314587,-53.5698025701,-103.708514663,-3.378751446,1,,,,,,,,True
181,00-0038797,Emanuel Wilson,RB,GB,74.4588152818,0,150.242848808,128.207979266,-53.7491639842,-128.207979266,22.034869542,1,,,,,,,,False
182,00-0040718,Travis Hunter,WR,JAX,80.3487676323,3.92092106098,156.776614204,134.583314587,-54.2345469547,-130.662393526,22.193299617,1,,,,,,,,False
183,00-0033881,Evan Engram,TE,DEN,73.7843454333,0,150.936516153,128.111253946,-54.3269085127,-128.111253946,22.825262207,1,,,,,,,,False
184,00-0039342,Xavier Legette,WR,CAR,80.1107348081,3.17098266267,157.050486953,134.583314587,-54.4725797789,-131.412331924,22.467172366,1,,,,,,,,False
185,00-0039373,Audric Estimé,RB,NO,73.6904157815,0,150.182298353,128.207979266,-54.5175634845,-128.207979266,21.974319087,1,,,,,,,,False
186,00-0041040,Antonio Williams,WR,WAS,79.6633396816,29.2091611426,129.647833408,134.583314587,-54.9199749054,-105.374153444,-4.935481179,1,,,,,,,,True
187,00-0036924,Michael Carter,RB,ARI,73.2367511133,0,149.13288238,128.207979266,-54.9712281527,-128.207979266,20.924903114,1,,,,,,,,False
188,00-0041048,Ted Hurst,WR,TAM,79.3127179036,29.6419276814,128.782217864,134.583314587,-55.2705966834,-104.941386906,-5.801096723,1,,,,,,,,True
189,00-0036442,Joe Burrow,QB,CIN,171.738254393,92.9379352606,250.538573526,227.064343853,-55.32608946,-134.126408592,23.474229673,1,46.4,4.1,47,-142,6,943,2026-07-04,False
190,00-0040134,Pat Bryant,WR,DEN,79.1187151848,3.11790090775,155.119529462,134.583314587,-55.4645994022,-131.465413679,20.536214875,1,,,,,,,,False
191,00-0041052,Kaelon Black,RB,SFO,72.6580809776,18.7784889911,126.782643784,128.207979266,-55.5498982884,-109.429490275,-1.425335482,1,,,,,,,,True
192,00-0040727,Tre Harris,WR,LAC,78.8456793981,2.73691655881,154.954442237,134.583314587,-55.7376351889,-131.846398028,20.37112765,1,161.1,14.05,147,-45,7,943,2026-07-04,False
193,00-0041042,Malachi Fields,WR,NYG,77.7226709303,25.8907751354,127.428109807,134.583314587,-56.8606436567,-108.692539452,-7.15520478,1,,,,,,,,True
194,00-0035250,Devin Singletary,RB,NYG,71.2691962669,0,147.386157453,128.207979266,-56.9387829991,-128.207979266,19.178178187,1,,,,,,,,False
195,00-0033921,Chris Godwin Jr.,WR,TB,77.1860460343,1.06286448864,153.30922758,134.583314587,-57.3972685527,-133.520450098,18.725912993,1,78.9,7.07,81,-114,10,943,2026-07-04,False
196,00-0037838,Isaiah Likely,TE,BAL,70.1431262092,0,146.191523833,128.111253946,-57.9681277368,-128.111253946,18.080269887,1,136.5,12.04,133,-63,8,943,2026-07-04,False
197,00-0038951,Sean Tucker,RB,TB,69.8093516892,0,145.695091151,128.207979266,-58.3986275768,-128.207979266,17.487111885,1,,,,,,,,False
198,00-0038558,Darnell Washington,TE,PIT,68.9235162313,0,145.234247623,128.111253946,-59.1877377147,-128.111253946,17.122993677,1,,,,,,,,False
199,00-0040669,Isaac TeSlaa,WR,DET,75.3279508231,0,151.697603914,134.583314587,-59.2553637639,-134.583314587,17.114289327,1,,,,,,,,False
200,00-0039356,Ja'Tavion Sanders,TE,CAR,68.265298177,0,144.401041626,128.111253946,-59.845955769,-128.111253946,16.28978768,1,,,,,,,,False
201,00-0030061,Zach Ertz,TE,WAS,68.0636332181,0,143.778335824,128.111253946,-60.0476207279,-128.111253946,15.667081878,1,,,,,,,,False
202,00-0039066,Michael Mayer,TE,LV,67.2678689135,0,143.543911115,128.111253946,-60.8433850325,-128.111253946,15.432657169,1,,,,,,,,False
203,00-0040138,Jaylin Noel,WR,HOU,73.468399541,0,149.575347432,134.583314587,-61.114915046,-134.583314587,14.992032845,1,,,,,,,,False
204,00-0040237,Tez Johnson,WR,TB,73.0418436272,0,151.40766839,134.583314587,-61.5414709598,-134.583314587,16.824353803,1,,,,,,,,False
205,00-0041044,Zachariah Branch,WR,ATL,72.7967483086,21.1687877924,122.582921308,134.583314587,-61.7865662784,-113.414526795,-12.000393279,1,,,,,,,,True
206,00-0038393,Dontayvion Wicks,WR,GB,72.7371289953,0,148.388001783,134.583314587,-61.8461855917,-134.583314587,13.804687196,1,,,,,,,,False
207,00-0038454,Keaton Mitchell,RB,BAL,66.1118927608,0,141.894915527,128.207979266,-62.0960865052,-128.207979266,13.686936261,1,,,,,,,,False
208,00-0040782,Isaiah Bond,WR,CLE,72.3634122386,0,148.161558882,134.583314587,-62.2199023484,-134.583314587,13.578244295,1,,,,,,,,False
209,00-0035535,Darius Slayton,WR,NYG,71.9868238834,0,148.070880953,134.583314587,-62.5964907036,-134.583314587,13.487566366,1,,,,,,,,False
210,00-0039798,Isaiah Davis,RB,NYJ,65.2551040314,0,142.383407622,128.207979266,-62.9528752346,-128.207979266,14.175428356,1,,,,,,,,False
211,00-0041051,Zavion Thomas,WR,CHI,71.6216783501,22.5222456681,121.271811882,134.583314587,-62.9616362369,-112.061068919,-13.311502705,1,,,,,,,,True
212,00-0033885,David Njoku,TE,CLE,64.8324558664,0,141.120850953,128.111253946,-63.2787980796,-128.111253946,13.009597007,1,,,,,,,,False
213,00-0037746,Brian Robinson,RB,SF,64.6223487223,0,140.598391095,128.207979266,-63.5856305437,-128.207979266,12.390411829,1,,,,,,,,False
214,00-0040737,Terrance Ferguson,TE,LA,64.3469371475,0,141.513375111,128.111253946,-63.7643167985,-128.111253946,13.402121165,1,,,,,,,,False
215,00-0038555,Tank Bigsby,RB,PHI,64.3918648923,0,140.17734055,128.207979266,-63.8161143737,-128.207979266,11.969361284,1,,,,,,,,False
216,00-0039410,Ryan Flournoy,WR,DAL,70.5833514506,0,146.587417887,134.583314587,-63.9999631364,-134.583314587,12.0041033,1,,,,,,,,False
217,00-0039875,Ray Davis,RB,BUF,63.9938726759,0,140.565526125,128.207979266,-64.2141065901,-128.207979266,12.357546859,1,,,,,,,,False
218,00-0041525,Chris Bell,WR,MIA,69.9931167904,18.8109537213,119.736640488,134.583314587,-64.5901977966,-115.772360866,-14.846674099,1,,,,,,,,True
219,00-0040878,Mike Washington Jr.,RB,LVR,63.3706760441,9.99417637499,112.421308267,128.207979266,-64.8373032219,-118.213802891,-15.786670999,1,,,,,,,,True
220,00-0037157,Bam Knight,RB,ARI,63.3663904386,0,140.55439798,128.207979266,-64.8415888274,-128.207979266,12.346418714,1,,,,,,,,False
221,00-0033908,Cooper Kupp,WR,SEA,69.2736440052,0,145.945251289,134.583314587,-65.3096705818,-134.583314587,11.361936702,1,,,,,,,,False
222,00-0035537,Ty Johnson,RB,BUF,62.8806430672,0,138.975867128,128.207979266,-65.3273361988,-128.207979266,10.767887862,1,,,,,,,,False
223,00-0041013,Emmett Johnson,RB,KAN,62.7667964163,12.0870816307,112.518561303,128.207979266,-65.4411828497,-116.120897635,-15.689417963,1,,,,,,,,True
224,00-0039880,Malik Washington,WR,MIA,68.7489454615,0,146.188001137,134.583314587,-65.8343691255,-134.583314587,11.60468655,1,,,,,,,,False
225,00-0038611,Chris Rodriguez Jr.,RB,WAS,62.2048321715,0,138.195013071,128.207979266,-66.0031470945,-128.207979266,9.987033805,1,156.6,14.01,146,-79,7,943,2026-07-04,False
226,00-0034791,Nick Chubb,RB,HOU,62.0750692477,0,141.584663412,128.207979266,-66.1329100183,-128.207979266,13.376684146,1,,,,,,,,False
227,00-0037291,Jalen Nailor,WR,MIN,68.2546661854,0,144.156685246,134.583314587,-66.3286484016,-134.583314587,9.573370659,1,133.1,12.01,131,-96,13,943,2026-07-04,False
228,00-0037005,Tommy Tremble,TE,CAR,61.1342344282,0,137.29248948,128.111253946,-66.9770195178,-128.111253946,9.181235534,1,,,,,,,,False
229,00-0040202,Devin Neal,RB,NO,60.5229275489,0,137.206478625,128.207979266,-67.6850517171,-128.207979266,8.998499359,1,,,,,,,,False
230,00-0038104,Tyquan Thornton,WR,KC,66.8868045945,0,143.674947117,134.583314587,-67.6965099925,-134.583314587,9.09163253,1,,,,,,,,False
231,00-0035689,Dawson Knox,TE,BUF,59.8809835481,0,135.724721018,128.111253946,-68.2302703979,-128.111253946,7.613467072,1,,,,,,,,False
232,00-0041483,Eli Stowers,TE,PHI,59.3682412427,27.6309975353,91.1856689936,128.111253946,-68.7430127033,-100.480256411,-36.9255849524,1,,,,,,,,True
233,00-0040078,Brashard Smith,RB,KC,58.462144817,0,135.035408697,128.207979266,-69.745834449,-128.207979266,6.827429431,1,,,,,,,,False
234,00-0040886,Nicholas Singleton,RB,TEN,58.169237084,8.40544504085,104.550511765,128.207979266,-70.038742182,-119.802534225,-23.657467501,1,,,,,,,,True
235,00-0040198,Ollie Gordon II,RB,MIA,58.1578787544,0,134.696721653,128.207979266,-70.0501005116,-128.207979266,6.488742387,1,,,,,,,,False
236,00-0036550,Rashod Bateman,WR,BAL,64.2758319169,0,140.467315197,134.583314587,-70.3074826701,-134.583314587,5.88400061,1,,,,,,,,False
237,00-0035644,Noah Fant,TE,CIN,57.5892433075,0,133.536303923,128.111253946,-70.5220106385,-128.111253946,5.425049977,1,,,,,,,,False
238,00-0037801,KaVontae Turpin,WR,DAL,63.9365356791,0,140.858179794,134.583314587,-70.6467789079,-134.583314587,6.274865207,1,,,,,,,,False
239,00-0038115,Daniel Bellinger,TE,NYG,57.350504166,0,133.535991624,128.111253946,-70.76074978,-128.111253946,5.424737678,1,,,,,,,,False
240,00-0038619,Andrei Iosivas,WR,CIN,63.7837024522,0,139.979986217,134.583314587,-70.7996121348,-134.583314587,5.39667163,1,,,,,,,,False
241,00-0039921,Trey Benson,RB,ARI,57.3392746015,0,134.084318102,128.207979266,-70.8687046645,-128.207979266,5.876338836,1,,,,,,,,False
242,00-0041472,Marlin Klein,TE,HOU,57.2192157814,26.247523019,88.0378575182,128.111253946,-70.8920381646,-101.863730927,-40.0733964278,1,,,,,,,,True
243,00-0040187,Mitchell Evans,TE,CAR,57.1436567114,0,132.842506283,128.111253946,-70.9675972346,-128.111253946,4.731252337,1,,,,,,,,False
244,00-0033555,Mack Hollins,WR,NE,63.3364705744,0,139.060230022,134.583314587,-71.2468440126,-134.583314587,4.476915435,1,,,,,,,,False
245,00-0036309,Darnell Mooney,WR,ATL,62.9077828657,0,139.285895456,134.583314587,-71.6755317213,-134.583314587,4.702580869,1,,,,,,,,False
246,00-0036212,Tua Tagovailoa,QB,MIA,155.286731197,78.5464928984,232.026969495,227.064343853,-71.777612656,-148.517850955,4.962625642,1,,,,,,,,False
247,00-0037252,Greg Dulcich,TE,MIA,55.3273589283,0,131.194217645,128.111253946,-72.7838950177,-128.111253946,3.082963699,1,,,,,,,,False
248,00-0040876,Elijah Sarratt,WR,BAL,61.5852329244,13.6609836327,106.809778617,134.583314587,-72.9980816626,-120.922330954,-27.77353597,1,,,,,,,,True
249,00-0034829,Mike Gesicki,TE,CIN,55.0326177814,0,130.818146714,128.111253946,-73.0786361646,-128.111253946,2.706892768,1,,,,,,,,False
250,00-0041395,Eli Raridon,TE,NWE,54.8356186265,23.2334052147,85.6513789513,128.111253946,-73.2756353195,-104.877848731,-42.4598749947,1,,,,,,,,True
251,00-0041510,Max Klare,TE,LAR,54.7939131613,23.9985974658,85.420310996,128.111253946,-73.3173407847,-104.11265648,-42.69094295,1,,,,,,,,True
252,00-0039144,Luke Musgrave,TE,GB,54.7364283506,0,130.725201906,128.111253946,-73.3748255954,-128.111253946,2.61394796,1,,,,,,,,False
253,00-0037837,Calvin Austin III,WR,PIT,61.0361192061,0,136.902491265,134.583314587,-73.5471953809,-134.583314587,2.319176678,1,,,,,,,,False
254,00-0035208,Olamide Zaccheaus,WR,CHI,60.6470756854,0,137.205579656,134.583314587,-73.9362389016,-134.583314587,2.622265069,1,,,,,,,,False
255,00-0037197,Isiah Pacheco,RB,KC,54.1873956644,0,131.095579007,128.207979266,-74.0205836016,-128.207979266,2.887599741,1,145.4,13.01,139,-116,6,943,2026-07-04,False
256,00-0039890,Adonai Mitchell,WR,IND,59.9591138999,0,135.919118482,134.583314587,-74.6242006871,-134.583314587,1.335803895,1,,,,,,,,False
257,00-0038618,Xavier Hutchinson,WR,HOU,59.8782098782,0,136.85253636,134.583314587,-74.7051047088,-134.583314587,2.269221773,1,,,,,,,,False
258,00-0041104,Demond Claiborne,RB,MIN,53.4229256194,8.3940894481,97.6382317238,128.207979266,-74.7850536466,-119.813889818,-30.5697475422,1,,,,,,,,True
259,00-0040648,Tory Horton,WR,SEA,59.5061966821,0,136.031285646,134.583314587,-75.0771179049,-134.583314587,1.447971059,1,,,,,,,,False
260,00-0039855,Jalen McMillan,WR,TB,58.7649602439,0,135.146563132,134.583314587,-75.8183543431,-134.583314587,0.563248545,1,,,,,,,,False
261,00-0041070,Reggie Virgil,WR,ARI,58.698312125,14.9367896554,101.724720488,134.583314587,-75.885002462,-119.646524932,-32.858594099,1,,,,,,,,True
262,00-0041041,Oscar Delp,TE,NOR,51.7077037141,21.7807757354,82.1228560643,128.111253946,-76.4035502319,-106.330478211,-45.9883978817,1,,,,,,,,True
263,00-0040739,Elijah Arroyo,TE,SEA,51.3886032901,0,128.678828823,128.111253946,-76.7226506559,-128.111253946,0.567574877,1,,,,,,,,False
264,00-0033526,Samaje Perine,RB,CIN,50.8986498382,0,126.757586237,128.207979266,-77.3093294278,-128.207979266,-1.450393029,1,,,,,,,,False
265,00-0039074,Davis Allen,TE,LA,49.8314543677,0,125.700624084,128.111253946,-78.2797995783,-128.111253946,-2.410629862,1,,,,,,,,False
266,00-0040131,Kyle Williams,WR,NE,56.2738975387,0,133.19653303,134.583314587,-78.3094170483,-134.583314587,-1.386781557,1,,,,,,,,False
267,00-0040644,Trevor Etienne,RB,CAR,49.7015168365,0,126.737537702,128.207979266,-78.5064624295,-128.207979266,-1.470441564,1,,,,,,,,False
